,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
269,"RT @FoneArena: Flipkart rolls out Ping, a social network with built in chat feature http://t.co/EYHKeE0Q4x",FALSE,0,NA,25-08-2015 10:23,FALSE,NA,6.36122E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",ssrivatsan,4,TRUE,FALSE,NA,NA
270,Focussed on mobility but no timeline to go app-only: Flipkart - http://t.co/GoZajB6OQq - #India,FALSE,0,NA,25-08-2015 10:23,FALSE,NA,6.36122E+17,NA,"<a href=""http://pmcoup.com"" rel=""nofollow"">pmcoup</a>",PMcoup1,0,FALSE,FALSE,NA,NA
271,RT @KelloggsMuesli: Introducing the #TweetADescription contest! Participate &amp; win Rs.2500 Flipkart vouchers! http://t.co/v7MHk2ZohG,FALSE,0,NA,25-08-2015 10:23,FALSE,NA,6.36122E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Vincivijayan,102,TRUE,FALSE,NA,NA
272,"Flipkart app gets Ping feature, allows users to chat while shopping http://t.co/tTPP085hZ5 #TMI #news #mobile",FALSE,0,NA,25-08-2015 10:23,FALSE,NA,6.36122E+17,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",SamirGMakwana,0,FALSE,FALSE,NA,NA
273,"Flipkart rolls out Ping, a social network with built in chat feature: Flipkart has launched a new service that... http://t.co/lgEWs3xHUl",FALSE,0,NA,25-08-2015 10:22,FALSE,NA,6.36122E+17,NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",vardhann5,0,FALSE,FALSE,NA,NA
274,"Flipkart rolls out Ping, a social network with built in chat feature http://t.co/EYHKeE0Q4x",FALSE,1,NA,25-08-2015 10:22,FALSE,NA,6.36122E+17,NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",FoneArena,4,FALSE,FALSE,NA,NA
275,"Update: Flipkart rolls out Ping, a social network with built in chat feature http://t.co/b8LarYyvGo",FALSE,0,NA,25-08-2015 10:22,FALSE,NA,6.36122E+17,NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",TechThunder,0,FALSE,FALSE,NA,NA
276,"Samsung New Mobiles J5 &amp; J7 in Available in Flipkart stores 

Huryy up..... Book Your's...!!!!!!!!!... http://t.co/avRb2e758N",FALSE,0,NA,25-08-2015 10:22,FALSE,NA,6.36121E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",originTechn,0,FALSE,FALSE,NA,NA
277,"Samsung New Mobiles J5 &amp; J7 in Available in Flipkart stores 

Huryy up..... Book Your's...!!!!!!!!!... http://t.co/SHNdq5Rwdk",FALSE,0,NA,25-08-2015 10:22,FALSE,NA,6.36121E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",originTechn,0,FALSE,FALSE,NA,NA
278,"Flipkart rolls out Ping, a social network with built in chat feature http://t.co/ROZnxaePOZ",FALSE,0,NA,25-08-2015 10:22,FALSE,NA,6.36121E+17,NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",varunkrish,1,FALSE,FALSE,NA,NA
279,@nidhibhasin @ranjini_2 @Flipkart : How to get an invite for #FlipkartPing? If anyone can share one with me it wil be great :D,FALSE,0,nidhibhasin,25-08-2015 10:22,FALSE,6.36091E+17,6.36121E+17,26211713,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jayaditya911,0,FALSE,FALSE,NA,NA
280,"Flipkart announces Ping, a social network that lets friends shop together
Read more at: http://t.co/iDP3jxbTd2 http://t.co/ifY3GlcitD",FALSE,0,NA,25-08-2015 10:21,FALSE,NA,6.36121E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",TheLoganath,0,FALSE,FALSE,NA,NA
281,"Samsung New Mobiles J5 &amp; J7 in Available in Flipkart stores 

Huryy up..... Book Your's...!!!!!!!!!1... http://t.co/5cKxMQ4w6M",FALSE,0,NA,25-08-2015 10:21,FALSE,NA,6.36121E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",originTechn,0,FALSE,FALSE,NA,NA
282,"RT @nidhibhasin: So proud to take #FlipkartPing to market! Mobile, users and the redefining the future is what keeps us motivated. @Flipkart",FALSE,0,NA,25-08-2015 10:21,FALSE,NA,6.36121E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",diptanupaul,14,TRUE,FALSE,NA,NA
283,Yes got access :) https://t.co/7sW7fdeSvo,FALSE,0,NA,25-08-2015 10:21,FALSE,NA,6.36121E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SarawgiRahul,0,FALSE,FALSE,NA,NA
284,No decision yet on 'app-only': Flipkart http://t.co/v1x2Iyenix The eCommerce major today said it is focused on developing products for mo…,FALSE,0,NA,25-08-2015 10:21,FALSE,NA,6.36121E+17,NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",tripplenews,0,FALSE,FALSE,NA,NA
285,RT @equalstoalpha: Indian etailer @Flipkart adds #Ping a new way to shop with friends http://t.co/aBpXkwLaj7,FALSE,0,NA,25-08-2015 10:21,FALSE,NA,6.36121E+17,NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",sudhamshu4u,9,TRUE,FALSE,NA,NA
286,Hey! Do you have an invite for Ping by Flipkart? Please send me one!,FALSE,0,NA,25-08-2015 10:21,FALSE,NA,6.36121E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sathishk6390,0,FALSE,FALSE,NA,NA
287,Do you have an invite for Flipkart’s Ping? Please send me one.,FALSE,0,NA,25-08-2015 10:21,FALSE,NA,6.36121E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",YASSERARAFATH6,0,FALSE,FALSE,NA,NA
288,"RT @JagranNews: #TECHNOLOGY <U+0911><U+0928><U+0932><U+093E><U+0907><U+0928> <U+0936><U+0949><U+092A><U+093F><U+0902><U+0917> <U+092E><U+0947><U+0902> <U+0938><U+094B><U+0936><U+0932> <U+0928><U+0947><U+091F><U+0935><U+0930><U+094D><U+0915><U+093F><U+0902><U+0917> <U+0915><U+093E> <U+092A><U+0941><U+091F> <U+0932><U+0947><U+0915><U+0930> <U+0906><U+092F><U+093E> #Flipkart Ping
http://t.co/kAW2RrO3y1
#OnlineShoping http://t…",FALSE,0,NA,25-08-2015 10:21,FALSE,NA,6.36121E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",monikaminal1,2,TRUE,FALSE,NA,NA
289,DTN Kerala: No decision yet on 'app-only': Flipkart: The eCommerce major today said it is focused on developin... http://t.co/zwBbFbcIyv,FALSE,1,NA,25-08-2015 10:20,FALSE,NA,6.36121E+17,NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",DTNKerala,0,FALSE,FALSE,NA,NA
290,RT @mapleshelters: Unlocking #JanGharYojana  winner #3... Congratulations @rommelferns77! Enjoy your Rs.5K voucher from @Flipkart! :) http:…,FALSE,0,NA,25-08-2015 10:20,FALSE,NA,6.36121E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",Im_BiggBoss,25,TRUE,FALSE,NA,NA
291,Heads Of AdIQuity and Appiterate Quit Months After Flipkart Acquisition http://t.co/zNNQGDkp31,FALSE,0,NA,25-08-2015 10:20,FALSE,NA,6.36121E+17,NA,"<a href=""http://dragplus.com"" rel=""nofollow"">DragPlus</a>",Business__Agent,0,FALSE,FALSE,NA,NA
292,@Flipkart  how many days you need for replacing an faulty mobile? why are you no accepting return of faulty mobile? http://t.co/RV4uEjOVNs,FALSE,0,Flipkart,25-08-2015 10:20,FALSE,NA,6.36121E+17,57947109,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Akkahad_Jat,0,FALSE,FALSE,NA,NA
293,How Flipkart's Bansals splashed out on the IIT-Delhi network - The Economic Times http://t.co/EgTmcfJbT9,FALSE,0,NA,25-08-2015 10:19,FALSE,NA,6.36121E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",yashvora101,0,FALSE,FALSE,NA,NA
294,No decision yet on 'app-only': Flipkart,FALSE,0,NA,25-08-2015 10:19,FALSE,NA,6.36121E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",himan423,0,FALSE,FALSE,NA,NA
295,Interesting read https://t.co/LC6Em8g5ec,FALSE,0,NA,25-08-2015 10:18,FALSE,NA,6.36121E+17,NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>",anant_meh,0,FALSE,FALSE,NA,NA
296,How Flipkart's Bansals splashed out on the IIT-Delhi network - The Economic Times http://t.co/CDD1NQPZh1,FALSE,0,NA,25-08-2015 10:18,FALSE,NA,6.36121E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",yashvora101,0,FALSE,FALSE,NA,NA
297,#deals #Intel 3.2 GHz LGA 2011 Core i7-3930K Processor is selling cheaper at INR 41900 today http://t.co/PaipQMqjA1 #flipkart,FALSE,0,NA,25-08-2015 10:18,FALSE,NA,6.3612E+17,NA,"<a href=""http://www.fliptrak.in"" rel=""nofollow"">fliptrak-node</a>",pricetrak,0,FALSE,FALSE,NA,NA
298,Flipkart Ping brings social networking into online shopping: Flipkart today announced its new service called '... http://t.co/DaZcFSOkYg,FALSE,0,NA,25-08-2015 10:18,FALSE,NA,6.3612E+17,NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",NetworkingQuest,0,FALSE,FALSE,NA,NA
299,Flipkart Ping brings social networking into online shopping: Flipkart today announced its new service called '... http://t.co/joC89HMpOx,FALSE,0,NA,25-08-2015 10:18,FALSE,NA,6.3612E+17,NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Marketing211,0,FALSE,FALSE,NA,NA
300,Flipkart Ping brings social networking into online shopping: Flipkart today announced its new service called '... http://t.co/5aAKMyOOGS,FALSE,0,NA,25-08-2015 10:18,FALSE,NA,6.3612E+17,NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Quest_Marketing,0,FALSE,FALSE,NA,NA
301,RT @awefome: Here's how @Flipkart #FlipkartPing works http://t.co/jnR3EHI8MG,FALSE,0,NA,25-08-2015 10:17,FALSE,NA,6.3612E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ThatFabulist,3,TRUE,FALSE,NA,NA
302,Flipkart Will Now Let You ‘Ping’ Your Friends While Shopping Online  via iGyaan.in http://t.co/4IIcpkAcrg,FALSE,0,NA,25-08-2015 10:17,FALSE,NA,6.3612E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Himani_Kothari,0,FALSE,FALSE,NA,NA
303,#Technology No decision yet on 'app-only': Flipkart - The Hindu http://t.co/xPwkHoExII,FALSE,0,NA,25-08-2015 10:17,FALSE,NA,6.3612E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",iRaviGhate,0,FALSE,FALSE,NA,NA
304,"Happy customers make us happy!
#sandbox_limited #flipkart #happycustomer http://t.co/Ma8lTZ8305",FALSE,0,NA,25-08-2015 10:17,FALSE,NA,6.3612E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sandbox_limited,0,FALSE,FALSE,NA,NA
305,No decision yet on 'app-only': Flipkart - The Hindu http://t.co/CKZ86tgR2t,FALSE,0,NA,25-08-2015 10:16,FALSE,NA,6.3612E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",TheDelhiTimes,0,FALSE,FALSE,NA,NA
306,Snapdeal makes me HAPPY!!! I was happy to get my product delivered very quickly. Within 2 days.. Faster than any flipkart,FALSE,0,NA,25-08-2015 10:16,FALSE,NA,6.3612E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GRV_singal6494,0,FALSE,FALSE,NA,NA
307,No decision yet on 'app-only': Flipkart - The Hindu http://t.co/T8oREn1j1k,FALSE,0,NA,25-08-2015 10:16,FALSE,NA,6.3612E+17,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",TeChWorlD3207,0,FALSE,FALSE,NA,NA
308,"Bags, Wallets &amp; Belts minimum 50% off @ Flipkart http://t.co/BHbwyCnTO0 http://t.co/DMZ0Kx51m2",FALSE,0,NA,25-08-2015 10:15,FALSE,NA,6.3612E+17,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",indiandeals2buy,0,FALSE,FALSE,NA,NA
309,CEOs of Flipkart acquired companies quit.http://t.co/jOVct4AcZq,FALSE,1,NA,25-08-2015 10:15,FALSE,NA,6.3612E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",spandanmohanty,0,FALSE,FALSE,NA,NA
310,@Flipkart's new inititative to make better customer experience https://t.co/nPs2Jk8iJK,FALSE,0,Flipkart,25-08-2015 10:15,FALSE,NA,6.3612E+17,57947109,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",arujak,0,FALSE,FALSE,NA,NA
311,No decision yet on 'app-only': Flipkart http://t.co/jWF4SrLUfJ #news #Hindu,FALSE,0,NA,25-08-2015 10:15,FALSE,NA,6.3612E+17,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",news_in,0,FALSE,FALSE,NA,NA
312,"RT @micanvas: .@Flipkart #FlipkartPing is epic. A new #Disruption in d #mobile #app market
@punitsoni We also belive #MobileFirst always
#D…",FALSE,0,NA,25-08-2015 10:14,FALSE,NA,6.3612E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sharanan,4,TRUE,FALSE,NA,NA
313,#news No decision yet on 'app-only': Flipkart http://t.co/pRF72lLpZy #til_now #Hindu,FALSE,0,NA,25-08-2015 10:14,FALSE,NA,6.3612E+17,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",til_now,0,FALSE,FALSE,NA,NA
314,RT @_Amar_N: This is the team that made @FLIPKART ping possible. They pulled off something not many didn't even dare to think. http://t.co/…,FALSE,0,NA,25-08-2015 10:14,FALSE,NA,6.36119E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",peeyush,7,TRUE,FALSE,NA,NA
315,"RT @IndiaToday: Flipkart announces Ping, a social network that lets friends shop together

Read more at: http://t.co/SazlW6lj8C http://t.co…",FALSE,0,NA,25-08-2015 10:14,FALSE,NA,6.36119E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",peeyush,14,TRUE,FALSE,NA,NA
316,"Let’s shop together on Ping by Flipkart. Here’s an invite
http://t.co/WriPz5Y8r6",FALSE,0,NA,25-08-2015 10:12,FALSE,NA,6.36119E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",oviabhi,0,FALSE,FALSE,NA,NA
317,RT @ETtech: Flipkart Ping allows users to chat and shop with their friends http://t.co/wp6hFAruui @Flipkart,FALSE,0,NA,25-08-2015 10:12,FALSE,NA,6.36119E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",murali_anand,2,TRUE,FALSE,NA,NA
318,@Flipkart invite please,FALSE,0,Flipkart,25-08-2015 10:12,FALSE,6.36084E+17,6.36119E+17,57947109,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LokeshChebolu,0,FALSE,FALSE,NA,NA
319,Every Indian needs an opinion of 10 others to finalize the clothes. Why not do that online? Kudos @Flipkart #Ping https://t.co/vM5h9jmR5I,FALSE,0,NA,25-08-2015 10:12,FALSE,NA,6.36119E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dhairik,0,FALSE,FALSE,NA,NA
320,"#3Novices : No decision yet on 'app-only': Flipkart August 25, 2015 at 03:30PM http://t.co/XVxH7JeqDL #News #Hyderabad #OnlineMedia #Busi…",FALSE,0,NA,25-08-2015 10:12,FALSE,NA,6.36119E+17,NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",3NovicesHyd,0,FALSE,FALSE,NA,NA
321,"RT @IndiaToday: Flipkart announces Ping, a social network that lets friends shop together

Read more at: http://t.co/SazlW6lj8C http://t.co…",FALSE,0,NA,25-08-2015 10:12,FALSE,NA,6.36119E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Chandra_bhs,14,TRUE,FALSE,NA,NA
322,#Flipkart #India #GoogleNexus6 #Nexus6 #Nexusphone at best price : http://t.co/TbKES8XNrt,FALSE,0,NA,25-08-2015 10:12,FALSE,NA,6.36119E+17,NA,"<a href=""http://www.simplycast.com"" rel=""nofollow"">SimplyCast</a>",DealsBasket,0,FALSE,FALSE,NA,NA
323,#Flipkart #India #GoogleNexus6 #Nexus6 #Nexusphone at best price : http://t.co/NUVPoFVHxR,FALSE,0,NA,25-08-2015 10:12,FALSE,NA,6.36119E+17,NA,"<a href=""http://www.simplycast.com"" rel=""nofollow"">SimplyCast</a>",Tweetrameshwar,0,FALSE,FALSE,NA,NA
324,No decision yet on 'app-only': Flipkart - The Hindu http://t.co/LDDXDlKLAa #bhavikbhavsar,FALSE,0,NA,25-08-2015 10:11,FALSE,NA,6.36119E+17,NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",bhavik_bhavsar,0,FALSE,FALSE,NA,NA
325,Flipkart Launches Ping. Now Shop With Your Friends http://t.co/FCGRwArrcW via @nextbigwhat,FALSE,0,NA,25-08-2015 10:11,FALSE,NA,6.36119E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",uditmo2006,0,FALSE,FALSE,NA,NA
326,Flipkart Will Now Let You ‘Ping’ Your Friends While Shopping Online http://t.co/1iG0IXiG7e,FALSE,0,NA,25-08-2015 10:10,FALSE,NA,6.36119E+17,NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",ryan_swadesi,0,FALSE,FALSE,NA,NA
327,RT @nextbigwhat: Flipkart Launches Ping. Now Shop With Your Friends http://t.co/Q607iQaClV http://t.co/Ovl7Pqwnbi,FALSE,0,NA,25-08-2015 10:10,FALSE,NA,6.36118E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",jaasti,6,TRUE,FALSE,NA,NA
328,No decision yet on 'app-only': Flipkart - The Hindu http://t.co/Slpit96fQN,FALSE,0,NA,25-08-2015 10:10,FALSE,NA,6.36118E+17,NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",bizfacto,0,FALSE,FALSE,NA,NA
329,"RT https://t.co/ib16YBJfVF rahejatarun: RT AshishPandeyNBT: Shopping now is very isolated experience,  Flipkart is bringing new product ca…",FALSE,0,NA,25-08-2015 10:09,FALSE,NA,6.36118E+17,NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",dreamtob,0,FALSE,FALSE,NA,NA
330,@IndianRailMedia @amazon @Flipkart @snapdeal @WesternRly innovative,FALSE,0,IndianRailMedia,25-08-2015 10:09,FALSE,6.36085E+17,6.36118E+17,2397304789,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",D_K_PRUSTY,0,FALSE,FALSE,NA,NA
331,RT @IndianRailMedia: Huge opportunity for online giants like @amazon @Flipkart @snapdeal  https://t.co/iPMDT7KnKB,FALSE,0,NA,25-08-2015 10:09,FALSE,NA,6.36118E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",D_K_PRUSTY,1,TRUE,FALSE,NA,NA
332,RT @Flipkart: Flipkart is about to launch something new &amp; social. Stay tuned for more or tell us what it could be! http://t.co/ysdjXmTkXA,FALSE,0,NA,25-08-2015 10:09,FALSE,NA,6.36118E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",rahejatarun,57,TRUE,FALSE,NA,NA
333,"RT @AshishPandeyNBT: Shopping now is very isolated experience,  @Flipkart is bringing new product called #flipkartping,  where u can do soc…",FALSE,0,NA,25-08-2015 10:08,FALSE,NA,6.36118E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",rahejatarun,18,TRUE,FALSE,NA,NA
334,"RT @rohitpandharkar: In 4 yrs, @Flipkart @Olacabs  @foodpandaIndia @taskbob @redBus_in  @gaana @hotstartweets @Paytm @OLX @inshorts @Just_D…",FALSE,0,NA,25-08-2015 10:08,FALSE,NA,6.36118E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",avi0103,4,TRUE,FALSE,NA,NA
335,RT @Flipkart: Drag. Drop. Share. 3 easy steps to social shopping with #FlipkartPing http://t.co/jyHJFrQvRn,FALSE,0,NA,25-08-2015 10:08,FALSE,NA,6.36118E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",rahejatarun,30,TRUE,FALSE,NA,NA
336,RT @Flipkart: #FlipkartPing : A fun way to to shop with friends. http://t.co/EzSTvLjurM,FALSE,0,NA,25-08-2015 10:08,FALSE,NA,6.36118E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",rahejatarun,16,TRUE,FALSE,NA,NA
337,"@Flipkart OD203697321065131300, i am still waiting for a refund for a cancelled order by flip kart",FALSE,0,Flipkart,25-08-2015 10:08,FALSE,NA,6.36118E+17,57947109,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",shanky_sandeep,0,FALSE,FALSE,NA,NA
338,@mikhilinnani @Flipkart same thing happened with another guy i know. ordered jbl got fake samsung,FALSE,0,mikhilinnani,25-08-2015 10:07,FALSE,6.36114E+17,6.36118E+17,238483934,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",kunal_07,0,FALSE,FALSE,NA,NA
339,RT @KelloggsMuesli: Ready for some fun? #TweetADescription for the image &amp; you can win Rs.2500 Flipkart vouchers! http://t.co/AoWvO2oY5D,FALSE,0,NA,25-08-2015 10:07,FALSE,NA,6.36118E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hidden_keys,64,TRUE,FALSE,NA,NA
340,Flipkart Ping allows users to chat and shop with their friends. http://t.co/2cHzp68r3a,FALSE,0,NA,25-08-2015 10:07,FALSE,NA,6.36118E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",inderkaul,0,FALSE,FALSE,NA,NA
341,@mapleshelters @rommelferns77 @Flipkart  congo winner :),FALSE,1,mapleshelters,25-08-2015 10:07,FALSE,6.36107E+17,6.36118E+17,1264176392,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SujataBansod,0,FALSE,FALSE,NA,NA
342,RT @KelloggsMuesli: Introducing the #TweetADescription contest! Participate &amp; win Rs.2500 Flipkart vouchers! http://t.co/v7MHk2ZohG,FALSE,0,NA,25-08-2015 10:07,FALSE,NA,6.36118E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",chandnimoudgil,102,TRUE,FALSE,NA,NA
343,@Micromax_Mobile @Flipkart Ram how much,FALSE,0,Micromax_Mobile,25-08-2015 10:07,FALSE,6.36048E+17,6.36118E+17,95869405,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",varundeekonda,0,FALSE,FALSE,NA,NA
344,"Motherfucker. In order to activate the 4G Airtel sim that Flipkart provided with Moto G - 3rd Gen, I need to buy an Airtel sim first.",FALSE,0,NA,25-08-2015 10:07,FALSE,NA,6.36118E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TheSaintKopite,0,FALSE,FALSE,NA,NA
345,Flipping over acqui-hire in Flipkart http://t.co/4NTTAUwAGW : CEOs of two start-ups acquired by #Flipkart resign,FALSE,0,NA,25-08-2015 10:07,FALSE,NA,6.36118E+17,NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",rahultripathy,0,FALSE,FALSE,NA,NA
346,@mapleshelters @trishalajoshi @Flipkart Congo winner :),FALSE,0,mapleshelters,25-08-2015 10:07,FALSE,6.35778E+17,6.36118E+17,1264176392,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SujataBansod,0,FALSE,FALSE,NA,NA
347,@mapleshelters @rommelferns77 @Flipkart congo bro wish to be next :( #JanGharYojana,FALSE,1,mapleshelters,25-08-2015 10:06,FALSE,6.36107E+17,6.36118E+17,1264176392,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",umeshkumar874,0,FALSE,FALSE,NA,NA
348,@mapleshelters @Essdii @Flipkart congo winner :),FALSE,0,mapleshelters,25-08-2015 10:06,FALSE,6.35719E+17,6.36118E+17,1264176392,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SujataBansod,0,FALSE,FALSE,NA,NA
349,RT @mapleshelters: Unlocking #JanGharYojana  winner #3... Congratulations @rommelferns77! Enjoy your Rs.5K voucher from @Flipkart! :) http:…,FALSE,0,NA,25-08-2015 10:06,FALSE,NA,6.36117E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",umeshkumar874,25,TRUE,FALSE,NA,NA
350,#LiveWithoutCashTweet2Win @ICICIBank i shop on flipkart,FALSE,0,NA,25-08-2015 10:06,FALSE,NA,6.36117E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NehaBansal007,0,FALSE,FALSE,NA,NA
351,"@Its_akshaypatel @Flipkart.com
http://t.co/VsI9YPLyXS",FALSE,0,Its_akshaypatel,25-08-2015 10:06,FALSE,6.36116E+17,6.36117E+17,113589216,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",writernitish,0,FALSE,FALSE,NA,NA
352,RT @KelloggsMuesli: Introducing the #TweetADescription contest! Participate &amp; win Rs.2500 Flipkart vouchers! http://t.co/v7MHk2ZohG,FALSE,0,NA,25-08-2015 10:05,FALSE,NA,6.36117E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hidden_keys,102,TRUE,FALSE,NA,NA
353,Flipkart Ping brings social networking into online shopping http://t.co/gedr8CaByq,FALSE,1,NA,25-08-2015 10:04,FALSE,NA,6.36117E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",rajatagr,0,FALSE,FALSE,NA,NA
354,"Flipkart launches in-app chat feature called Ping today - The Economic Times http://t.co/oGubdlO2a3 
cc @hivaidee",FALSE,1,NA,25-08-2015 10:04,FALSE,NA,6.36117E+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",sree_raman,0,FALSE,FALSE,NA,NA
355,RT @Mee_Hak: Over the years @Flipkart  has shaped the e-commerce industry in India.  Says @punitsoni,FALSE,0,NA,25-08-2015 10:03,FALSE,NA,6.36117E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",punitsoni,1,TRUE,FALSE,NA,NA
